ID	nextID	name	speaker	Textbox_type	Text_EN	Text_KR	Text_JP	Stage
100197	100198	에스트	10101	0	I saw that sentence earlier when I dropped the Sorrow fruit.	아까 슬픔 열매를 떨어뜨렸을 때, 나온 문장을 봤어.	さっき「悲しみの実」を落としたとき、出てきた文章を見たんだ。	Stage_2
100198	100199	에스트	10101	0	This fall was the worst fall I’ve ever experienced	이번 가을이 내가 겪은 최악의 가을이었어.	今年の秋が、僕の人生で最悪の秋だった。	Stage_2
100199	100200	에스트	10101	0	I know those words. I’ve heard them before.	그건 분명 내가 들었던 말이었어.	それは間違いなく, 僕が言われた言葉だった。	Stage_2
100200	100201	에스트	10101	0	It’s what a senior told me after the club performance I planned and led.	내가 맡아서 기획한 동아리 공연이 끝나고 선배가 내게 한 말이었거든.	僕が企画を担当したサークルの公演が終わって、先輩が僕に言った言葉なんだ。	Stage_2
100201	100202	에스트	10101	0	I worked so hard because I really wanted to succeed…	정말 해내고 싶어서 노력했는데…	本当にやり遂げたくて頑張ったのに… 	Stage_2
100202	100203	에스트	10101	0	But I realized it only takes a second for a single sentence to crush a person.	말 한마디가 사람을 무너지게 하는 건 한순간이더라.	言葉一つで人が崩れ落ちるのは一瞬だった。	Stage_2
100203	100204	에스트	10101	0	After that, I lost my confidence. I became afraid of meeting people.	그 뒤로 자신감을 점점 잃어서, 사람을 만나는 게 두려웠어.	それから自信をどんどん失くして、人に会うのが怖くなった。	Stage_2
100204	100205	에스트	10101	0	Afraid it would happen again…	또 그런 일이 생길까 봐…	またあんなことが起きるんじゃないかって…。	Stage_2
100205	100206	에스트	10101	0	And then my mother passed away in an accident...	그리고 엄마가 사고로 돌아가시고...	そして、母が事故で亡くなって…	Stage_2
100206	0	에스트	10101	0	Right… that’s how it was…	맞아, 그랬어…	そう、そうだった…。	Stage_2
100207	100208	시드	10201	0	…You’re right.	…맞아.	言葉一つで人が崩れ落ちるのは一瞬だった。	Stage_2
100208	100209	시드	10201	0	One day, you fell into a deep sleep.	네가 어느 날 조금 깊은 잠에 빠졌고,	君はある日、少し深い眠りに落ちて、	Stage_2
100209	100210	시드	10201	0	And while you were falling, the Happiness Tree saved you.	떨어지고 있는 널, 행복 나무가 구했어.	落ちていく君を「幸せの木」が救ったんだ。	Stage_2
100210	100211	시드	10201	0	You weren't just falling toward the boundary—you were falling into the endless darkness far below.	경계가 아니라, 저 아래의 끝없는 어둠으로 떨어지고 있었거든.	境界じゃなくて、あの下の終わりのない暗闇へと落ちていっていたから。	Stage_2
100211	0	시드콩	10301	0	Beanie…	콩…	マメ…	Stage_2
100212	100213	시드	10201	0	It must have been so hard for you.	많이 힘들었겠지.	辛かったよね。	Stage_2
100213	100214	시드	10201	0	It’s okay to cry.	울어도 괜찮아.	泣いてもいいんだよ。	Stage_2
100214	100215	시드	10201	0	Let’s get some sleep for today.	오늘은 이만 잠에 들자.	今日はもう眠りにつこう。	Stage_2
100215	0	시드	10201	0	We’ll be right here by your side.	우리가 네 곁에 있을게.	僕たちが君のそばにいるから。	Stage_2
100216	0	시드콩1	0	2	—---- —-	—---- —-	—---- —-	Stage_3
100217	0	시드콩2	0	2	– —- —-- ..eanie!	– —- —--콩!	– —- —-- ..ーめ！	Stage_3
100218	0	시드콩1	0	2	It’s an emergency, beanie!	큰일이야콩!	大変だまめ！	Stage_3
100219	0	시드콩2	0	2	Move it, move it, beanie! The rain is coming!	어서 움직여콩!	早く動くまめ！	Stage_3
100220	100221	에스트	10101	0	…	…	…	Stage_3
100221	100222	시드	10201	0	Did you sleep well?	잘 잤어?	よく眠れたかい？	Stage_3
100222	100223	에스트	10101	0	..Yes.	…응	…うん。	Stage_3
100223	100224	시드	10201	0	That’s a relief.	그렇다면 다행이야.	それならよかった。	Stage_3
100224	100225	에스트	10101	0	But what’s happening?	무슨 일이 생긴 거야?	何かあったの？	Stage_3
100225	100226	시드	10201	0	…As you can see, it’s raining.	…보고 있는 것처럼 비가 내리고 있어.	…見ての通り、雨が降っているんだ。	Stage_3
100226	0	에스트	10101	0	Rain?	비?	雨？	Stage_3
100227	100228	시드	10201	0	Yes. The Rain of Sorrow.	응. 슬픔의 비야.	うん。「悲しみの雨」だ。	Stage_3
100228	100229	시드	10201	0	When it rains, the Happiness Tree withers.	비가 내리면, 행복 나무가 시들어가.	雨が降ると、「幸せの木」が枯れていってしまう。	Stage_3
100229	100230	시드	10201	0	Because sorrow seeps into happiness.	슬픔은 행복에 스며드니까.	悲しみは幸せに染み込むから。	Stage_3
100230	0	시드	10201	0	And the Sorrow fruits... they will grow in even greater numbers.	슬픔 열매도 더 많이 열리지.	「悲しみの実」も、もっとたくさん実ってしまうんだ。	Stage_3
100231	100232	에스트	10101	0	Is it a serious situation?	혹시 심각한 상황이야?	もしかして、深刻な状況なの？	Stage_3
100232	100233	시드	10201	0	...	…	...	Stage_3
100233	100234	시드	10201	0	To be honest, yes.	솔직히 말하면, 맞아.	…正直に言うと、そうだね.	Stage_3
100234	100235	시드	10201	0	With our strength alone, it’s too much to handle.	지금 우리의 힘으론 힘들어.	今の僕たちの力だけでは、厳しいんだ。	Stage_3
100235	100236	에스트	10101	0	Then, I’ll…!	그럼, 나라도…!	それじゃ、僕だけでも…！	Stage_3
100236	0	에스트	10101	0	...	…	...	Stage_3
100237	0	에스트	10101	1	(Will I be of any help...?)	(내가 도움이 될까...?)	（僕に、助けになれるのかな…？）	Stage_3
100238	0	시드	10201	0	Est.	에스트.	エスト。	Stage_3
100239	100240	시드	10201	0	I know what you’re thinking.	무슨 생각하는지 알아.	何を考えているか、わかっているよ。	Stage_3
100240	100241	시드	10201	0	It has to be you.	너여야만 해.	君じゃなきゃダメなんだ。	Stage_3
100241	100242	시드	10201	0	I believe in you.	나는 너를 믿어.	僕は君を信じている。	Stage_3
100242	100243	시드	10201	0	Will you help us?	우리를 위해 도와주겠어?	僕たちのために、助けてくれるかい？	Stage_3
100243	100244	에스트	10101	0	...	…	...	Stage_3
100244	100245	에스트	10101	0	Thank you for saying that.	그렇게 말해줘서 고마워.	そう言ってくれてありがとう。	Stage_3
100245	0	에스트	10101	0	I’ll do my best.	최선을 다할게.	精一杯頑張るよ.	Stage_3
100246	0	시드	10201	0	That is more than enough.	그거면 충분해.	それで十分だよ。	Stage_3
100247	100248	에스트	10101	0	Huff, huff.	하아,하아.	はぁ、はぁ。	Stage_3
100248	0	에스트	10101	0	Are there... any fruits left?	더 남아 있는 열매는…?	まだ残っている実は…？	Stage_3
100249	100250	시드	10201	0	You did a great job, Est.	고생했어. 에스트.	お疲れ様、エスト。	Stage_3
100250	0	에스트	10101	0	Huh…?	응…?	ん…？	Stage_3
100251	0	시드	10201	0	The rain has stopped.	비가 그쳤어.	雨が上がったよ。	Stage_3
100252	100253	에스트	10101	0	…I see.	…그렇구나.	…そっか。	Stage_3
100253	100254	에스트	10101	0	Moving on a rainy day... is much harder than I thought.	비가 오는 날 움직이는 건, 더 힘드네.	雨の日に動くのは、もっと大変だね。	Stage_3
100254	0	시드	10201	0	Moving while soaked in sorrow is always a difficult task.	슬픔을 적시고 움직이는 건 힘든 일이니까..	悲しみに濡れて動くのは、辛いことだから。	Stage_3
100255	100256	에스트	10101	0	Seed.	시드.	…シード。	Stage_3
100256	100257	시드	10201	0	Yes.	응.	うん。	Stage_3
100257	100258	에스트	10101	0	This is my world, isn't it?	이 곳은 내 세계지?	ここは僕の世界だよね？	Stage_3
100258	100259	에스트	10101	0	The words the fruits showed me... they were all my memories.	열매가 보여주는 글자들은 모두 내 기억이었어.	実が見せてくれる文字は、全部僕の記憶だった。	Stage_3
100259	100260	에스트	10101	0	They were words that truly... deeply hurt me.	정말 상처가 됐던 말들이었어.	本当に傷ついた言葉たちだったよ。	Stage_3
100260	100261	에스트	10101	0	I was so lost in that sadness...	그렇게 슬픔에 빠져서,	そうやって悲しみに暮れて、	Stage_3
100261	100262	에스트	10101	0	That I thought... I thought I didn't have any happy memories left... But.	그래서 행복한 기억이 없다고 생각했었는데..	だから幸せな記憶なんてないって思ってたけど…。	Stage_3
100262	100263	에스트	10101	0	I did. I had them.	행복한 기억이 있었어.	幸せな記憶、あったんだ。	Stage_3
100263	100264	에스트	10101	0	Like how my late mother used to mix kidney beans into my rice, Whenever I cried.	내가 울 때마다, 돌아가신 엄마가 밥에 강낭콩을 섞어 줬던 것처럼.	僕が泣くたびに、亡くなった母さんがご飯にインゲン豆を混ぜてくれたみたいに。	Stage_3
100264	100265	에스트	10101	0	She was always so busy working, so we couldn't play much... But even that small bit of attention... it made me so happy.	엄마가 일하느라 자주 놀지 못했으니까, 그런 관심이라도 좋았거든.	母さんは仕事で忙しくてあまり遊べなかったから、そんな関心だけでも嬉しかったんだ。	Stage_3
100265	0	에스트	10101	0	Right?	그렇지?	そうだよね？	Stage_3
100266	100267	시드	10201	0	You’re right.	맞아.	その通りだ。	Stage_3
100267	100268	시드	10201	0	The name of this place is "EST".	이곳의 이름은 에스트.	ここの名前はエスト。	Stage_3
100268	0	시드	10201	0	It is... your world.	너의 세계야.	君の世界だよ。	Stage_3
100269	100270	에스트	10101	0	Am I... dead?	난 죽은 거야?	僕は、死んだの？	Stage_3
100270	100271	시드	10201	0	No. You’re still alive.	아직, 죽지 않았어.	まだ、死んでいないよ.	Stage_3
100271	100272	에스트	10101	0	…I see.	…그렇구나.	…そっか。	Stage_3
100272	100273	에스트	10101	0	Have you... always been watching over me here?	여기서 항상 나를 지켜보고 있었어?	ここでずっと僕を見守ってくれていたの？	Stage_3
100273	100274	시드	10201	0	Yes.	응	うん。	Stage_3
100274	100275	시드	10201	0	Because you are our everything.	넌 우리의 전부니까.	君は僕たちのすべてだから。	Stage_3
100275	0	에스트	10101	0	Thank you.	고마워.	ありがとう.	Stage_3
100276	0	에스트	10101	0	I wasn't alone after all. 	난 혼자가 아니었구나.	僕は一人じゃなかったんだね。	Stage_3
100277	0	시드	10201	0	The time of Spring has come.	봄의 시간이 왔어.	春の時間が来たよ。	Stage_3
100278	100279	에스트	10101	0	Seed, a flower has bloomed on your head!	시드, 머리 위에 꽃이 피었어!	シード、頭の上に花が咲いたよ！	Ending
100279	0	시드	10201	0	That’s right. It’s a very precious flower.	맞아, 정말 소중한 꽃이지.	そうだね、本当に大切な花だよ。	Ending
100280	0	에스트	10101	0	It’s so beautiful.	정말 예뻐.	すごく綺麗だ。	Ending
100281	100282	시드	10201	0	This is the way forward.	여기가 나아가는 길이야.	ここが、進むべき道なんだね。	Ending
100282	100283	에스트	10101	0	It was this close.	이렇게 가까이 있었구나.	こんなに近くにあったんだね。	Ending
100283	100284	에스트	10101	0	To think there was a path leading to the roots...	뿌리로 향하는 길이 있었다니…	根へと続く道があったなんて…。	Ending
100284	100285	시드	10201	0	Yes. Because you are our true root.	응, 너는 우리의 진짜 뿌리니까.	だって、君は僕たちの本当の根っこだからね。	Ending
100285	100286	에스트	10101	0	…I see.	…그렇구나.	…そうなんだね。	Ending
100286	0	에스트	10101	0	...	…	…	Ending
100287	100288	에스트	10101	0	I don’t want to say goodbye, Seed.	헤어지기 싫어, 시드	別れたくないよ、シード。	Ending
100288	100289	시드	10201	0	You have to go, Est.	가야 해, 에스트.	行かなくちゃ、エスト。	Ending
100289	100290	에스트	10101	0	Why? 	왜?	どうして？ 	Ending
100290	100291	에스트	10101	0	I’m still not sure if I can move forward.	나 아직 나아갈 자신이 없어.	僕、まだ進む自信がないんだ。	Ending
100291	100292	시드	10201	0	We exist only because you move forward.	네가 나아가야 우리가 존재할 수 있어.	君が進んでこそ、僕たちは存在できるんだ。	Ending
100292	100293	에스트	10101	0	I don’t want to lose you all… 	너희를 잃는 건 싫어…	君たちを失うのは嫌だよ…。	Ending
100293	100294	에스트	10101	0	Will I really... be able to go on ?	내가 나아갈 수 있을까?	僕、進んでいけるのかな？	Ending
100294	100295	시드	10201	0	Of course you can.	그럼, 당연하지.	もちろんだよ。	Ending
100295	100296	시드	10201	0	You’ve always been moving forward.	넌 늘 나아가고 있었어.	君はいつも前に進んでいた。	Ending
100296	0	에스트	10101	0	...	…	...	Ending
100297	100298	에스트	10101	0	I’m ready.	알았어.	…わかった。	Ending
100298	0	시드	10201	0	Good.	좋아.	いいよ。	Ending
100299	0	시드	10201	0	And... I’ll give you this seed as a gift. 	그리고… 이 씨앗을 선물로 줄게	それと… この種をプレゼントするよ。	Ending
100300	0	시드	10201	0	It will help you.	네게 도움이 될 거야.	君の力になるはずだ。	Ending
100301	100302	에스트	10101	0	This is… something so precious to you.	이건… 너에게 소중한 거잖아.	これは… 君にとって大切なものじゃないか。	Ending
100302	100303	시드	10201	0	It’s a precious gift for someone precious.	소중한 사람에게 건네는 소중한 선물이지.	大切な人に渡す、大切な贈り物なんだ。	Ending
100303	100304	에스트	10101	0	…Yes.	…응.	…うん。	Ending
100304	0	에스트	10101	0	Thank you. I’ll treasure it.	고마워. 소중히 할게.	ありがとう。大切にするよ。	Ending
100305	100306	시드	10201	0	Est.	에스트.	エスト。	Ending
100306	100307	시드	10201	0	We will do our best to protect this tree from here.	우린 여기서 이 나무를 지키기 위해 최선을 다할 거야.	僕たちはここで、この木を守るために全力を尽くすよ。	Ending
100307	100308	시드	10201	0	But a tree alone cannot become a forest.	하지만 나무 혼자선 숲이 될 수 없어.	でも、木だけじゃ森にはなれない。	Ending
100308	100309	시드	10201	0	So, please… become our forest.	그러니 네가 우리의 숲이 되어줘.	だから君が、僕たちのフォレストになってくれ。	Ending
100309	100310	시드	10201	0	I will always be rooting for you. 	너를 위해 응원할게.	君を応援しているよ。	Ending
100310	0	시드	10201	0	For, Est.	에스트를 위해.	エストのために。	Ending
100311	100312	에스트	10101	0	…	…	...	Ending
100312	100313	에스트	10101	0	I’ll try my best.	응, 노력해 볼게.	…うん、頑張ってみるよ。	Ending
100313	100314	에스트	10101	0	Will we ever see each other again?	우리가 또 볼 수 있을까?	また会えるかな？	Ending
100314	100315	시드	10201	0	Who knows? 	글쎄.	さあね。	Ending
100315	100316	시드	10201	0	But we will always be watching over you.	하지만 우린 늘 널 보고 있을 거야.	でも、僕たちはいつも君を見守っているよ。	Ending
100316	100317	에스트	10101	0	That’s more than enough.	그거면 충분해.	それだけで十分だ。	Ending
100317	0	에스트	10101	0	For you, and for myself… I will move forward.	너희를 위해, 나를 위해 나아갈게.	君たちのため、そして自分のために進んでいくよ。	Ending
100318	0	시드	10201	0	Good. 	좋아.	いいよ。	Ending
100319	0	에스트	10101	0	Thank you for everything, Seed.	고마웠어, 시드.	ありがとう、シード。	Ending
100320	0	시드	10201	0	Take care.	안녕.	さようなら。	Ending
100321	0	에스트	10101	0	Goodbye.	잘 있어.	元気でね。	Ending
100322	100323	에스트	0	2	...	…	...	Ending
100323	0	에스트	0	2	A strange ceiling...	낯선 천장…	見慣れない天井…。	Ending
100324	100325	에스트	0	2	...	…	...	Ending
100325	100326	에스트	0	2	But, it's no face	얼굴은 없네.	いや、顔がない。	Ending
100326	100327	에스트	0	2	...	…	...	Ending
100327	100328	에스트	0	2	I can't make a sound.	목소리가 안 나와.	声が出ない。	Ending
100328	100329	에스트	0	2	...	…	...	Ending
100329	100330	에스트	0	2	Was it all just a dream?	꿈이었을까?	夢だったのかな…？	Ending
100330	100331	에스트	0	2	If so, then I...	그렇다면 난…	それなら僕は…	Ending
100331	100332	에스트	0	2	...!	…!	…！	Ending
100332	100333	에스트	0	2	Haha...	하하…	ハハ…	Ending
100333	100334	에스트	0	2	Seed, you helped me so much.	시드, 정말 많은 도움이 됐어.	シード、本当にありがとう。	Ending
100334	100335	에스트	0	2	I will become a forest.	꼭 숲이 될게.	必ずフォレストになってみせるよ。	Ending
100335	0	에스트	0	2	FOR EST.	에스트를 위해.	エストのために (For Est)。	Ending
100336	0		0	2	For every EST in this world. team.Seed	세상의 모든 에스트를 위해. team.Seed.	世界のすべてのエストのために。team.Seed.	Ending
